Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Score,SMA_20,RSI_14,RSI_7,MACD_14
1672707600,16695.59,16696.04,16651.42,16677.6,5606.2077,2023-01-03 01:59:59.999,93464173.9245635,183645,2784.63174,46424277.4334205,0.55,16712.236500000003,49.10241602160997,40.98716864286282,18.667648215629015
1672711200,16677.6,16688.53,16671.6,16674.03,4217.23484,2023-01-03 02:59:59.999,70343075.5856594,157371,2049.00981,34177594.9925777,0.55,16713.882999999998,48.452293039593364,39.9458177078412,14.99433767998562
1672714800,16674.04,16700.28,16666.91,16691.81,4675.39859,2023-01-03 03:59:59.999,78006697.4643489,182489,2436.93728,40659273.0922399,0.6,16712.4095,51.87016106619704,47.67089494327079,13.363859765395318
1672718400,16691.81,16699.63,16681.79,16685.64,3591.36818,2023-01-03 04:59:59.999,59941732.1062934,145297,1762.118,29410894.2559027,0.6,16710.006,50.61594776440532,45.31115108483721,11.441931373447005
1672722000,16685.21,16727.72,16683.31,16725.5,5214.59458,2023-01-03 05:59:59.999,87105306.8891697,200678,2673.69196,44662472.5682821,0.55,16710.406,57.727277808064485,60.17088756501749,12.985469740171538
1672725600,16725.5,16778.4,16722.31,16727.58,7123.40419,2023-01-03 06:59:59.999,119264921.7440105,246428,3580.67404,59950558.5220569,0.65,16710.3875,58.066617554357876,60.819015146845466,14.212738036148949
1672729200,16727.58,16732.64,16707.57,16729.74,5504.97638,2023-01-03 07:59:59.999,92050875.3686882,194877,2716.38793,45422579.627107,0.65,16710.119,58.43971998625551,61.57653429579786,15.18461219355595
1672732800,16730.15,16735.84,16698.15,16715.22,7060.75169,2023-01-03 08:59:59.999,118021480.4886061,245378,3481.85871,58200411.0832966,0.65,16709.803,54.90329735452789,53.469142818190015,14.61471744858136
1672736400,16714.77,16766.0,16714.0,16741.31,6977.90665,2023-01-03 09:59:59.999,116782574.6111337,228859,3576.63537,59859939.1122169,0.6,16712.1295,59.63047399793859,63.53401208614185,16.08292279141824
1672740000,16741.22,16749.1,16721.89,16724.32,5640.0479,2023-01-03 10:59:59.999,94391896.866501,189848,2792.93992,46743146.1089722,0.6,16713.411,55.547071473200745,54.56672518328965,15.694617315959476
1672743600,16724.0,16737.58,16709.87,16721.03,5897.45752,2023-01-03 11:59:59.999,98640536.2067268,192787,2844.17647,47572358.3883478,0.65,16712.7295,54.76500393964094,52.88055992299781,14.949083199109737
1672747200,16721.42,16728.02,16703.0,16710.85,6466.63588,2023-01-03 12:59:59.999,108107435.2085697,218679,3212.45692,53705727.3879299,0.7,16712.728,52.31079802305329,47.573697561281115,13.382535578228271
1672750800,16710.85,16739.93,16709.41,16725.53,7567.34193,2023-01-03 13:59:59.999,126566700.4017809,230916,3738.12604,62522130.4595989,0.2,16713.233500000002,55.413728150416915,55.14659781483808,13.17373005670379
1672754400,16725.53,16773.0,16631.95,16661.23,15670.06766,2023-01-03 14:59:59.999,262096359.2804609,373748,7549.53611,126288218.1036729,0.6,16710.104499999998,42.40032860022915,31.727177121442665,7.730663279933651
1672758000,16662.08,16683.45,16617.79,16676.94,12427.73835,2023-01-03 15:59:59.999,206974952.5609354,341217,6326.82445,105369220.9031475,0.7,16707.0735,45.75233136631738,39.09928704506335,4.631272918875766
1672761600,16677.54,16688.2,16611.3,16622.58,10273.56889,2023-01-03 16:59:59.999,171059532.6858257,292918,4965.67112,82681953.1609264,0.55,16701.7765,37.59879156221287,27.229676363950247,-2.1862126679261564
1672765200,16621.93,16644.0,16605.28,16633.65,6785.77064,2023-01-03 17:59:59.999,112832933.4454089,216213,3436.7778,57147219.0374792,0.1,16695.571,39.94587571593228,32.125115991310665,-6.619556501824263
1672768800,16633.15,16653.53,16626.8,16645.08,5698.95938,2023-01-03 18:59:59.999,94837271.1657022,192540,2902.77156,48306599.662082,0.3,16692.905,42.356711894089514,37.21316605514662,-9.105742622381513
1672772400,16644.51,16657.54,16622.41,16643.37,6760.83384,2023-01-03 19:59:59.999,112492775.6799376,207378,3384.91663,56322061.7625641,0.6,16691.43,42.08451588041192,36.73255901297545,-11.086250350766932
1672776000,16643.77,16680.44,16640.4,16661.37,7053.06124,2023-01-03 20:59:59.999,117496354.6420758,212474,3547.08396,59090057.0656967,0.4,16689.719,46.017089788396596,45.393430382843185,-11.075693723709264
1672779600,16661.37,16685.73,16658.36,16664.63,4588.95144,2023-01-03 21:59:59.999,76484018.0041962,160110,2381.39976,39691884.704947,0.6,16689.070499999998,46.722682892414575,46.92852229873397,-10.681147150105971
1672783200,16664.44,16680.37,16647.71,16677.11,3839.28133,2023-01-03 22:59:59.999,63969430.6602951,137105,1932.85107,32205839.7491011,0.8,16689.2245,49.44681535903098,52.84860544699532,-9.254751434029458
1672786800,16677.11,16695.0,16667.16,16675.18,5215.3637,2023-01-03 23:59:59.999,86988721.8952923,167684,2634.27915,43938933.6180137,0.8,16688.393000000004,49.02930331846304,51.80596184874505,-8.1856977939824
1672790400,16675.65,16677.15,16652.66,16660.53,4922.78018,2023-01-04 00:59:59.999,82045497.5022453,167247,2453.25459,40887699.7724487,0.6,16687.1375,45.8636435894512,44.10088825060822,-8.423496819086722
1672794000,16660.53,16737.23,16657.68,16701.97,9492.81204,2023-01-04 01:59:59.999,158571956.8818831,283396,4797.98717,80147221.5573995,0.8,16685.961000000003,54.76146777983161,62.50455822322486,-5.20805734509122
1672797600,16701.63,16754.52,16701.5,16736.52,9182.6903,2023-01-04 02:59:59.999,153616084.2372519,268479,4757.49231,79590044.6197405,0.6,16686.408,60.57896061236939,71.59951089940998,0.12663805299962405
1672801200,16736.52,16877.65,16736.39,16862.02,18306.29002,2023-01-04 03:59:59.999,307824248.8218854,394599,9276.16324,155973436.2435445,0.4,16693.022,73.77256642591098,85.99534522778109,14.316195552324643
1672804800,16862.61,16910.98,16849.44,16860.5,10155.76424,2023-01-04 04:59:59.999,171357938.3059136,282743,5173.105,87286499.1024984,0.4,16700.286,73.45192240506226,85.38379361042018,25.148969142366695
1672808400,16861.05,16867.22,16840.36,16857.57,6067.9004,2023-01-04 05:59:59.999,102249749.7504101,210434,2951.20322,49730794.5113998,0.3,16706.099000000002,72.79511325308869,84.0397488179987,33.11585478536654
1672812000,16857.57,16880.0,16849.31,16878.18,6314.32318,2023-01-04 06:59:59.999,106464166.0450833,230470,3140.7973,52957131.9666236,0.3,16713.792,74.52100434956999,85.86562776612517,40.62443066195556
1672815600,16878.87,16891.27,16850.0,16869.44,7732.26528,2023-01-04 07:59:59.999,130418096.2529522,250564,3864.29055,65178944.820439,0.4,16721.2125,72.42274309873527,81.26601316387432,45.3470535776687
1672819200,16869.49,16919.0,16833.5,16864.95,10747.14204,2023-01-04 08:59:59.999,181288240.4416899,311297,5404.96717,91178644.9759593,0.5,16728.917500000003,71.31187547064012,78.73806293602883,48.1721620890894
1672822800,16864.51,16869.7,16831.13,16844.91,7428.47586,2023-01-04 09:59:59.999,125197295.606281,235318,3681.91429,62053678.2173586,0.8,16734.8865,66.41530959191908,67.76205746882785,48.237963206713175
1672826400,16844.69,16848.06,16832.1,16844.92,6103.39721,2023-01-04 10:59:59.999,102788849.3096147,210401,2973.60673,50079913.5231742,0.7,16744.071,66.41654879371475,67.76467348686614,47.74059413126815
1672830000,16845.3,16854.24,16834.42,16835.35,6041.62493,2023-01-04 11:59:59.999,101779633.4089763,207328,2956.60873,49809128.1045745,0.6,16751.9915,63.98342184666272,62.135175426896865,46.04344634701556
1672833600,16835.35,16846.95,16804.08,16812.19,8292.1096,2023-01-04 12:59:59.999,139541222.1103705,248651,4059.4505,68314462.2290257,0.6,16761.472,58.406893987016474,50.330127354429955,42.341539150271274
1672837200,16812.57,16837.34,16808.55,16828.2,6632.83668,2023-01-04 13:59:59.999,111597542.6706431,219504,3312.69191,55736448.2109006,0.4,16771.1995,60.94116556614686,56.92959301197359,40.2358108434164
1672840800,16828.4,16863.09,16795.24,16830.12,11666.84154,2023-01-04 14:59:59.999,196293731.1571732,315612,5624.45249,94629534.0528147,0.3,16780.451500000003,61.246124611039555,57.7156465158052,38.28065834268273
1672844400,16830.12,16858.51,16765.3,16854.05,14251.27171,2023-01-04 15:59:59.999,239618080.8823518,371203,7193.19936,120953049.2655006,0.5,16790.985500000003,64.92217189056932,66.58356201901762,38.22154275557841
1672848000,16853.55,16897.0,16829.0,16858.85,10314.19057,2023-01-04 16:59:59.999,173920165.1499185,305764,4861.26134,81975359.90166,0.65,16800.8595,65.62649667257806,68.14685198265938,38.122559970746806
1672851600,16858.85,16940.0,16849.5,16893.24,11064.92581,2023-01-04 17:59:59.999,186937557.18572032,311073,5632.47193,95163008.7280124,0.4,16812.29,70.23740686232478,77.10113875087815,40.35392605133893
1672855200,16892.98,16985.91,16872.07,16948.04,11575.12283,2023-01-04 18:59:59.999,195969705.9175748,317047,5835.31179,98796754.7332919,0.1,16825.8365,75.8066058203214,84.96073721864938,46.013783509908535
1672858800,16948.04,16991.87,16787.85,16842.36,19122.11255,2023-01-04 19:59:59.999,322579451.2114487,423861,9344.05549,157633396.5299846,0.6,16834.195499999998,54.591545015744146,47.94007329062019,41.49345777505732
1672862400,16842.32,16852.23,16777.0,16806.49,10533.90467,2023-01-04 20:59:59.999,177165368.3571266,268558,5259.95914,88469597.7328279,0.5,16841.4935,49.525285079536275,40.885363458290044,34.617607609288825
1672866000,16806.49,16832.73,16793.73,16826.81,4532.62963,2023-01-04 21:59:59.999,76219062.1911718,156113,2301.70362,38705987.5843507,0.51,16847.7355,52.229839906708975,46.125062665790004,30.457011523751135
1672869600,16827.21,16853.71,16814.93,16826.68,4037.94925,2023-01-04 22:59:59.999,67956669.1032008,135342,2054.98439,34585391.2939158,0.55,16852.2435,52.2105653391494,46.09456774443312,26.839826425126375
1672873200,16826.72,16869.56,16815.54,16850.36,5842.8281,2023-01-04 23:59:59.999,98432897.3444784,185699,2836.18276,47780883.7079315,0.55,16851.6605,55.43658799338822,52.73525467128464,25.588985377202334
1672876800,16850.36,16878.18,16827.24,16828.45,6623.10938,2023-01-05 00:59:59.999,111641922.294481,207846,3142.55644,52975090.7826014,0.6,16850.057999999997,51.94272694712914,46.545598044989724,22.569563070399454
1672880400,16828.09,16849.99,16807.72,16832.9,5556.45206,2023-01-05 01:59:59.999,93529476.9679284,187493,2736.22461,46059405.1764402,0.6,16848.8245,52.596195438698956,47.99203592065238,20.301701569958823
1672884000,16833.37,16844.44,16823.3,16836.8,4543.82321,2023-01-05 02:59:59.999,76489071.54066,167224,2309.77456,38882427.5532259,0.65,16846.7555,53.19685698026355,49.39221952158287,18.604639692748606
1672887600,16836.8,16838.57,16818.86,16827.71,5040.38256,2023-01-05 03:59:59.999,84820308.7448663,177427,2502.80271,42118257.4702528,0.65,16844.669,51.55706494463494,46.02295072953554,16.337885917815584
1672891200,16827.71,16842.85,16821.21,16836.41,4379.90824,2023-01-05 04:59:59.999,73723614.2040118,147932,2184.01238,36762131.9713621,0.65,16843.242,53.04879285176324,49.843342189407885,15.069769587957126
1672894800,16836.41,16849.37,16835.04,16844.12,4515.36693,2023-01-05 05:59:59.999,76051849.7430268,148896,2244.49992,37804302.6918514,0.6,16843.2025,54.38922977209953,53.26343161952687,14.519538621967513
1672898400,16844.12,16845.8,16812.56,16817.13,5572.14194,2023-01-05 06:59:59.999,93764301.6585128,161826,2755.539,46368269.1044539,0.1,16841.813000000002,49.10415594033424,41.661316748230355,11.769932724146202
1672902000,16817.34,16824.4,16789.87,16823.64,6746.14124,2023-01-05 07:59:59.999,113414123.9197786,201219,3340.60263,56161982.8838318,0.6,16841.2275,50.357174291069704,45.03071977430038,10.000869040963153
1672905600,16823.05,16829.99,16792.85,16807.53,6447.49843,2023-01-05 08:59:59.999,108398576.9736092,191509,3244.28041,54544586.4533696,0.1,16840.9945,47.25663567094029,38.5951066857428,7.215752263073227
1672909200,16807.74,16814.23,16780.75,16807.12,7782.61782,2023-01-05 09:59:59.999,130743251.7070067,225224,3838.99406,64494388.1228092,0.4,16839.940500000004,47.177023525157345,38.43202342218896,4.918743365717091
1672912800,16807.22,16837.59,16803.49,16825.08,6356.79431,2023-01-05 10:59:59.999,106939536.213063,193796,3340.51063,56197802.9485156,0.55,16839.688499999997,51.065992454559385,49.366217641264655,4.495745017466106
1672916400,16825.36,16839.0,16814.71,16833.6,5709.31049,2023-01-05 11:59:59.999,96067150.8523684,166173,2846.76245,47901476.6957809,0.4,16838.666,52.83979484430818,53.89764541074909,4.792760613370774
1672920000,16833.6,16834.7,16816.68,16822.13,5387.18553,2023-01-05 12:59:59.999,90642732.5173262,163786,2576.2304,43347229.6900654,0.7,16836.83,50.20152122394298,47.255375457141255,4.055861030519736
1672923600,16822.13,16832.54,16777.86,16780.25,9909.86762,2023-01-05 13:59:59.999,166534629.0406397,287955,4826.41583,81109307.6029035,0.6,16831.180500000002,41.962937921702256,30.987684839739615,0.09144271312470664
1672927200,16780.79,16837.0,16753.0,16829.59,13999.13031,2023-01-05 14:59:59.999,235125372.5110434,359597,7147.23673,120047722.8630932,0.7,16825.257999999998,51.96463906935436,53.15375603310502,0.9203292996317032
1672930800,16830.28,16879.82,16823.1,16842.94,12667.05102,2023-01-05 15:59:59.999,213472740.5443281,334803,6412.37882,108066337.6545546,0.7,16825.287,54.26141174910689,57.46621583560911,2.6242110491766653
1672934400,16842.94,16865.21,16823.22,16838.28,8528.81937,2023-01-05 16:59:59.999,143622109.8187016,230792,4137.22901,69669448.9277332,0.4,16826.876500000002,53.30333419583571,55.389720783302295,3.5575177070895734
1672938000,16837.96,16846.88,16811.82,16814.48,6639.45914,2023-01-05 17:59:59.999,111731096.6215684,202437,3183.49247,53573468.9225182,0.5,16826.260000000002,48.585011795909054,45.57676899519969,2.349623861220607
1672941600,16814.18,16847.59,16800.5,16841.93,7720.01139,2023-01-05 18:59:59.999,129936408.1316904,217801,3851.32124,64822176.7305859,0.6,16827.0225,53.6779782783405,56.05313319961501,3.566235533413419
1672945200,16841.94,16875.5,16826.67,16863.85,7269.1746,2023-01-05 19:59:59.999,122475958.1875629,207911,3597.11959,60608381.9606455,0.65,16827.696999999996,57.31417708748352,62.735972903831616,6.2273844442934205
1672948800,16864.29,16873.52,16846.63,16859.02,5979.34021,2023-01-05 20:59:59.999,100804905.979747,190537,2848.45463,48022912.1739274,0.0,16829.2255,56.26608823558042,60.375770839224714,7.856063682800595
1672952400,16859.02,16864.84,16834.17,16848.51,5700.5171,2023-01-05 21:59:59.999,96047584.7504155,171266,2866.34981,48295190.5650112,0.6,16830.006,53.95402270344093,55.112175671680426,8.204162075558997
1672956000,16848.51,16857.96,16832.34,16837.85,3566.0679,2023-01-05 22:59:59.999,60078976.3727615,115015,1669.05865,28119631.5142825,0.6,16830.0585,51.63637033511672,49.95835612020437,7.533023641673935
1672959600,16838.09,16847.88,16818.91,16831.85,6833.39561,2023-01-05 23:59:59.999,115024554.5226357,183549,3357.72464,56519823.5934838,0.6,16830.2655,50.325995428344555,47.06801957970685,6.4427240294644434
1672963200,16831.85,16872.57,16825.85,16859.78,6280.9838,2023-01-06 00:59:59.999,105818918.5520415,187117,3250.40474,54762771.2200758,0.7,16831.434,55.932161730464905,59.723052911136804,7.74311351813958
1672966800,16859.44,16863.16,16820.18,16827.8,4845.69802,2023-01-06 01:59:59.999,81642459.2135313,147724,2244.29735,37814227.1595863,0.7,16830.618,49.09927681387406,45.26620658319752,6.122585470599006
1672970400,16827.45,16839.79,16802.01,16837.06,7000.67909,2023-01-06 02:59:59.999,117785716.0315557,185613,3431.49352,57736177.1439347,0.65,16831.6145,50.96714776829133,49.403632407887365,5.521857393800019
1672974000,16836.65,16842.03,16826.46,16833.56,4769.20542,2023-01-06 03:59:59.999,80290355.5592804,143197,2363.83602,39795748.987298,0.6,16832.1105,50.21705343701892,47.809967648197684,4.70907206418633
1672977600,16833.56,16837.87,16805.31,16822.99,6236.39942,2023-01-06 04:59:59.999,104902778.3732412,169524,2944.81793,49535339.366643,0.6,16832.8835,47.923213491150975,42.930648060257916,3.1754189191706246
1672981200,16823.24,16823.63,16792.12,16810.18,6230.44034,2023-01-06 05:59:59.999,104737787.3657063,162086,3058.60695,51418990.6313113,0.4,16833.0365,45.22691671562511,37.517001838772906,0.9157713677268475
1672984800,16809.74,16816.45,16779.96,16786.86,6529.22759,2023-01-06 06:59:59.999,109693209.6428701,175249,3138.11977,52721850.460806,0.4,16831.125500000002,40.73386441859391,29.59166060464294,-2.725328809247003
1672988400,16786.6,16802.87,16780.15,16794.06,5763.44917,2023-01-06 07:59:59.999,96775667.5626552,160778,3080.59468,51727251.3700849,0.4,16829.1485,42.628937737795354,34.57035159805429,-4.972625770587911
1672992000,16794.33,16812.22,16791.47,16802.11,5475.1394,2023-01-06 08:59:59.999,92000245.5434114,164303,2761.40926,46400964.305581,0.4,16828.1475,44.75586978316246,40.0956950413499,-6.034495175961638
1672995600,16802.11,16802.27,16762.5,16787.1,7581.99164,2023-01-06 09:59:59.999,127242388.6323177,202502,3790.62036,63614589.9107662,0.7,16828.489999999998,41.65490810428827,33.873103647839244,-7.9950538818739005
1672999200,16787.1,16802.98,16760.0,16767.06,6268.17791,2023-01-06 10:59:59.999,105220392.0068653,174864,3046.86222,51146000.1029301,0.7,16825.3635,37.88117210823642,27.27887736793241,-11.038624903518212
1673002800,16767.15,16772.78,16709.88,16738.22,10651.25261,2023-01-06 11:59:59.999,178344347.0032257,277872,4957.07445,83001279.9448606,0.6,16820.1275,33.217250543027504,20.559072041868333,-15.598019579694665
1673006400,16738.74,16749.0,16717.66,16731.02,7194.28857,2023-01-06 12:59:59.999,120387637.7368971,209959,3615.98993,60509810.2079342,0.3,16814.764499999997,32.15293506749295,19.18273512675792,-19.56679866126069
1673010000,16730.65,16817.0,16679.0,16774.19,18804.40486,2023-01-06 13:59:59.999,315027105.667417,438616,9417.60435,157788961.695003,0.6,16812.75,43.783587058255506,44.95835008663652,-19.0094968173471
1673013600,16774.19,16791.49,16720.0,16748.82,11361.10297,2023-01-06 14:59:59.999,190365576.7640004,310117,5625.09583,94256440.900226,0.55,16808.0945,39.498348219184656,36.8913106474663,-20.38004954000644
1673017200,16748.82,16849.0,16748.26,16840.82,15225.11473,2023-01-06 15:59:59.999,255785800.67690808,358955,7853.40187,131939612.5260586,0.4,16806.943000000003,56.228703047556856,64.12512104351826,-13.882561792350316
1673020800,16840.1,16854.0,16805.04,16827.21,11411.79147,2023-01-06 16:59:59.999,192005253.3905478,267356,5676.76045,95515554.4668458,0.6,16805.3525,53.8560857766522,59.680175660358366,-9.719429661934555
1673024400,16827.21,16845.78,16811.63,16821.27,8080.32447,2023-01-06 17:59:59.999,135943920.6236824,216114,4044.37492,68043433.8037945,0.6,16803.9905,52.808743916103936,57.645574389582194,-6.820799877001264
1673028000,16821.58,16864.15,16821.12,16850.45,9135.64548,2023-01-06 18:59:59.999,153911962.0975843,243486,4680.42151,78852882.2724256,0.6,16804.6205,57.2109451897302,64.56842965192581,-2.1443144343647873
1673031600,16850.64,16965.41,16845.0,16939.91,14143.93623,2023-01-06 19:59:59.999,239063193.298668,304826,7219.42743,122023245.8582403,0.6,16810.0235,67.28640580562893,77.64039671874193,8.680445549860451
1673035200,16940.41,17041.0,16886.21,16897.48,15953.02164,2023-01-06 20:59:59.999,270622922.3994435,344908,8031.5912,136259158.2591192,0.5,16811.9085,60.06261331280936,64.47754560546925,13.677731058298377
1673038800,16897.96,16952.7,16889.27,16931.27,7417.97543,2023-01-06 21:59:59.999,125523564.4003279,200345,3583.94276,60645036.0692129,0.3,16817.082000000002,63.429785196266636,69.3114738965218,20.132610233758896
1673042400,16931.27,16967.41,16930.68,16958.35,5234.9501,2023-01-06 22:59:59.999,88727869.6352032,156745,2650.85333,44930048.3940524,0.3,16823.146500000003,65.9103646933066,72.77538149762754,27.120648217569396
1673046000,16958.35,16980.0,16942.1,16950.65,5806.08379,2023-01-06 23:59:59.999,98485937.5107409,186405,2852.62882,48388860.1455101,0.3,16829.000999999997,64.56921306714531,70.14875051570502,31.672294521493313
1673049600,16950.31,16979.38,16930.46,16978.18,5467.28682,2023-01-07 00:59:59.999,92677407.8992179,165719,2698.6594,45747521.6342555,0.4,16836.760499999997,67.14343778794722,74.05476974485603,37.07358670238682
1673053200,16978.15,16981.91,16944.15,16950.02,4267.6657,2023-01-07 01:59:59.999,72384343.9735104,144217,2041.93449,34634164.3319133,0.4,16843.7525,62.167868716117226,64.05284632819277,38.63649554266158
1673056800,16950.02,16956.11,16936.26,16944.24,4191.36187,2023-01-07 02:59:59.999,71032563.7915425,138178,2033.91173,34469963.8507801,0.4,16851.6215,61.16595841372036,62.04612471604991,38.95961220620302
1673060400,16943.93,16958.06,16936.58,16952.46,4016.68993,2023-01-07 03:59:59.999,68079379.8942568,131567,1961.66987,33249155.4421567,0.4,16859.5415,62.10139583803001,63.92149896719832,39.42450859836754
1673064000,16952.73,16954.45,16936.04,16938.27,3778.01251,2023-01-07 04:59:59.999,64017840.2123139,127919,1791.78371,30361688.0545424,0.4,16866.349500000004,59.43960852195814,58.13607854642799,38.207495702215965
1673067600,16937.85,16942.06,16932.37,16934.28,3697.84857,2023-01-07 05:59:59.999,62633195.396207,118636,1850.60586,31345312.9338822,0.4,16873.7085,58.678016133044615,56.45973098175501,36.50029191517751
1673071200,16934.02,16936.89,16922.14,16933.29,4212.49077,2023-01-07 06:59:59.999,71319380.7075434,133030,2153.68739,36463170.2805368,0.4,16882.019999999997,58.47780661884794,55.99236592223166,34.667806988978555
1673074800,16933.56,16948.78,16931.94,16948.09,3792.07998,2023-01-07 07:59:59.999,64244440.9823614,123718,1958.81229,33185891.4762415,0.4,16892.5135,60.63991056947962,61.54438006814018,34.01765148282357
1673078400,16948.18,16954.95,16926.99,16929.76,4917.47697,2023-01-07 08:59:59.999,83288265.0559107,139957,2349.48587,39794289.7869601,0.4,16902.4505,56.701879220162674,52.055098099804574,31.65838262207035
1673082000,16929.58,16933.95,16921.44,16928.51,4343.09876,2023-01-07 09:59:59.999,73520376.3259482,135203,2153.3807,36453167.7157967,0.4,16910.1665,56.43273568506396,51.42427517612113,29.349458214106562
1673085600,16928.78,16930.56,16912.18,16922.51,4731.06815,2023-01-07 10:59:59.999,80062242.2321872,146417,2339.56546,39592065.655381,0.4,16918.851,55.08123554793461,48.15625358336937,26.727372615685454
1673089200,16922.51,16925.9,16908.07,16918.3,4945.07877,2023-01-07 11:59:59.999,83664388.1619074,152654,2468.27996,41760712.5043039,0.6,16922.725,54.102162393772836,45.774910979833905,24.03260614836472
1673092800,16918.3,16920.07,16908.0,16916.14,5565.59897,2023-01-07 12:59:59.999,94139483.8857974,153341,2779.89679,47021257.6204909,0.6,16927.1715,53.57597805735684,44.45893874692215,21.47513833324774
1673096400,16916.14,16936.58,16914.14,16919.34,5503.13343,2023-01-07 13:59:59.999,93145211.2407404,150682,2740.81253,46390949.2958768,0.6,16932.075,54.28532683034932,47.08809058569153,19.48196396718049
